trad_char,trad_freq,trad_stroke_count,trad_id,trad_unicode,simpl_char,simpl_stroke_count,english,simpl_freq,flags
駱,1098,16,A04636,99F1,骆,9,"camel",2290,['diff']
芹,1097,8,A03438,82B9,芹,7,"celery",765,[]
葦,1097,13,A03523,8466,苇,7,"reed",1416,['diff']
竄,1095,18,A02973,7AC4,窜,12,"scamper",3865,['diff']
囚,1091,5,A00725,56DA,囚,5,"prisoner",3242,[]
絮,1088,12,A03119,7D6E,絮,12,"loose cotton",1617,[]
乍,1086,5,A00031,4E4D,乍,5,"unexpectedly",2131,[]
冗,1081,4,A00303,5197,冗,4,"extraneous",863,[]
脊,1080,10,A03330,810A,脊,10,"spine",5316,[]
趴,1077,9,A04002,8DB4,趴,9,"line prone",1942,[]
掀,1067,11,A01610,6380,掀,11,"lift",3831,[]
朮,1062,5,A01854,672E,术,5,"sorghum",131634,"['diff', 'many-to-one']"
巍,1062,21,A01141,5DCD,巍,20,"majestic",1485,[]
吠,1054,7,A00535,5420,吠,7,"to bark",1113,[]
嘩,1050,15,A00680,5629,哗,9,"onomatopoeia",3759,"['diff', 'many-to-one']"
茅,1043,9,A03445,8305,茅,8,"thatch",4637,[]
禽,1039,13,A02910,79BD,禽,12,"fowl",3408,[]
崖,1036,11,A01126,5D16,崖,11,"precipice",5199,[]
澆,1032,15,A02331,6F86,浇,9,"to water",2265,['diff']
啄,1030,11,A00603,5544,啄,11,"peck",1084,[]
銜,1026,14,A04296,929C,衔,11,"hold in mouth",4684,['diff']
朽,1019,6,A01859,673D,朽,6,"rotten",3526,[]
畜,1010,10,A02643,755C,畜,10,"livestock",6821,[]
粥,1005,12,A03061,7CA5,粥,12,"congee",1854,[]
瞻,998,18,A02809,77BB,瞻,18,"gaze",2005,[]
懦,997,17,A01454,61E6,懦,17,"coward",1531,[]
儡,993,17,A00259,5121,儡,17,"injure; puppet",581,[]
滲,993,14,A02323,6EF2,渗,11,"seep",3647,['diff']
簾,992,19,A03041,7C3E,帘,8,"screen",3875,['diff']
瀉,981,18,A02363,7009,泻,8,"gush",2816,['diff']
膳,981,16,A03365,81B3,膳,16,"meal",1315,[]
椒,979,12,A01969,6912,椒,12,"chili",1518,[]
塌,977,13,A00800,584C,塌,13,"collapse",3839,[]
壤,972,20,A00829,58E4,壤,20,"soil",4165,[]
鏈,969,19,A04340,93C8,链,12,"chain",6223,"['diff', 'many-to-one']"
脖,969,11,A03332,8116,脖,11,"neck",5682,[]
嚼,961,20,A00715,56BC,嚼,20,"chew",2739,[]
烘,945,10,A02403,70D8,烘,10,"to dry by heat",1371,[]
鑄,943,22,A04358,9444,铸,12,"to cast",3604,['diff']
鑒,942,22,A04360,9452,鉴,13,"scrutiny",11090,"['diff', 'many-to-one']"
崑,942,11,A01128,5D11,昆,8,"Kunlun, Kunshan",9557,"['diff', 'many-to-one']"
嚷,936,20,A00712,56B7,嚷,20,"shout",5138,[]
莖,935,11,A03484,8396,茎,8,"stem",2956,['diff']
噸,935,16,A00693,5678,吨,7,"ton",10403,['diff']
煤,934,13,A02422,7164,煤,13,"coal",9832,[]
殲,933,21,A02088,6BB2,歼,7,"annihilate",8910,['diff']
杏,931,7,A01865,674F,杏,7,"apricot",2538,[]
扔,931,5,A01499,6254,扔,5,"toss",8045,[]
廈,928,13,A01223,5EC8,厦,12,"tall building",5083,['diff']
馴,925,13,A04624,99B4,驯,6,"tame",2423,['diff']
躬,921,10,A04057,8EAC,躬,10,"to bow",3037,[]
僻,920,15,A00247,50FB,僻,15,"out-of-the-way",2391,[]
蔑,914,15,A03554,8511,蔑,14,"look down on",3330,['many-to-one']
躁,913,20,A04048,8E81,躁,20,"rash",3917,[]
扛,906,6,A01502,625B,扛,6,"carry on one's shoulders",1921,[]
芥,895,8,A03441,82A5,芥,7,"mustard",575,[]
誦,891,14,A03831,8AA6,诵,9,"recite",3447,['diff']
瞳,891,17,A02801,77B3,瞳,17,"pupil (of the eye)",769,[]
閏,886,12,A04375,958F,闰,7,"odd day in the calendar, leap year",470,['diff']
耽,885,10,A03266,803D,耽,10,"delay",3005,[]
糞,884,17,A03073,7CDE,粪,12,"faeces",2217,['diff']
蹋,881,17,A04034,8E4B,蹋,17,"step on",826,[]
岔,881,7,A01104,5C94,岔,7,"fork (in a ridge, road, etc.)",1599,[]
皂,874,7,A02723,7682,皂,7,"soap",1691,[]
晝,874,11,A01800,665D,昼,9,"daytime",3036,['diff']
梳,868,10,A01919,68B3,梳,11,"comb, brush",2806,[]
鋸,867,16,A04308,92F8,锯,13,"saw (tool)",1709,['diff']
廬,860,19,A01233,5EEC,庐,7,"hut",2097,['diff']
惕,860,11,A01376,60D5,惕,11,"cautious",2698,[]
礁,858,17,A02870,7901,礁,17,"reef, shoal rock",2017,[]
絨,856,12,A03116,7D68,绒,9,"down (material)",2929,['diff']
毯,856,12,A02106,6BEF,毯,12,"rug",2827,[]
甦,854,12,A02626,7526,苏,7,"wake, revive",68487,"['diff', 'many-to-one']"
嫩,848,14,A00965,5AE9,嫩,14,"tender",3707,[]
藐,848,18,A03582,85D0,藐,17,"disdain",750,[]
譏,841,19,A03888,8B4F,讥,4,"mock",2114,['diff']
巖,838,23,A01144,5DD6,岩,8,"cliff",15279,"['diff', 'many-to-one']"
吭,832,7,A00515,542D,吭,7,"throat; make a sound",1731,[]
鱗,827,23,A04712,9C57,鳞,20,"scales of fish",2635,['diff']
矇,820,19,A02810,77C7,蒙,13,"cheat, deceive",29019,"['diff', 'many-to-one']"
釐,816,18,A04260,91D0,厘,9,"unit of measurement",5096,['diff']
嚎,816,17,A00702,568E,嚎,17,"howl",1408,[]
亥,814,6,A00062,4EA5,亥,6,"boar",1528,[]
濛,812,17,A02356,6FDB,蒙,13,"misty drizzle",29019,"['diff', 'many-to-one']"
殃,809,9,A02079,6B83,殃,9,"harm",964,[]
幟,809,15,A01189,5E5F,帜,8,"flag",2452,['diff']
瓣,806,19,A02613,74E3,瓣,19,"petal",2127,[]
狡,793,9,A02518,72E1,狡,9,"sly",2971,[]
橙,793,16,A02021,6A59,橙,16,"orange",946,[]
蹄,791,16,A04027,8E44,蹄,16,"hoof",3045,[]
冀,787,16,A00295,5180,冀,16,"hope, a surname",3487,[]
炭,787,9,A02399,70AD,炭,9,"charcoal",4405,[]
糙,779,17,A03076,7CD9,糙,16,"coarse",1631,[]
炊,779,8,A02392,708A,炊,8,"cook on a fire",1262,[]
靡,779,19,A04505,9761,靡,19,"disperse",1715,[]
塘,778,13,A00795,5858,塘,13,"banks (water)",4033,[]
懈,775,16,A01451,61C8,懈,16,"lax",2893,[]
橡,774,16,A02027,6A61,橡,15,"rubber",2251,[]
嫂,774,13,A00961,5AC2,嫂,12,"elder sister-in-law",5863,[]
瓢,774,16,A02612,74E2,瓢,16,"ladle",766,[]
兌,771,7,A00272,514C,兑,7,"devilish; exchange, convert",4101,['diff']
茄,764,9,A03449,8304,茄,8,"eggplant",1596,[]
膛,764,15,A03360,819B,膛,15,"chest",2266,[]
桐,754,10,A01925,6850,桐,10,"candlenut",2821,[]
砌,747,9,A02827,780C,砌,9,"lay bricks",1442,[]
藻,746,20,A03591,85FB,藻,19,"aquatic plants (as seaweed, algae, kelp)",3035,[]
鞠,742,17,A04518,97A0,鞠,17,"to bow",1821,[]
睏,738,12,A02777,774F,困,7,"sleepy",39172,"['diff', 'many-to-one']"
摟,727,14,A01654,645F,搂,12,"embrace",2512,['diff']
沐,727,7,A02146,6C90,沐,7,"bathe, cleanse; receive favors",1072,[]
蹦,715,18,A04039,8E66,蹦,18,"jump",2358,[]
璧,710,18,A02606,74A7,璧,18,"jade with hole in center (used in ceremony)",929,[]
諱,704,16,A03861,8AF1,讳,6,"taboo",2139,['diff']
裳,700,14,A03735,88F3,裳,14,"clothing",2274,[]
陡,699,10,A04417,9661,陡,9,"steep",4421,[]
洶,697,9,A02197,6D36,汹,7,"torrential rush, tumultuous",2684,['diff']
轍,687,18,A04096,8F4D,辙,16,"furrowed track; rut",1466,['diff']
嗓,684,13,A00647,55D3,嗓,13,"throat",3724,[]
摺,682,14,A01655,647A,折,7,"bend, fold",24737,"['diff', 'many-to-one']"
鞏,681,15,A04516,978F,巩,6,"reinforce",4344,['diff']
傭,680,13,A00225,50AD,佣,7,"servant",3517,"['diff', 'many-to-one']"
焰,676,12,A02415,7130,焰,12,"flame",5116,[]
曙,674,17,A01825,66D9,曙,17,"bright (of sunlight)",1171,[]
揉,664,12,A01619,63C9,揉,12,"to rub",2427,[]
饑,663,20,A04612,9951,饥,5,"year of poor harvest",5689,"['diff', 'many-to-one']"
扒,653,5,A01500,6252,扒,5,"peel",1623,[]
睬,649,13,A02785,776C,睬,13,"take notice of",1392,[]
艙,647,16,A03422,8259,舱,10,"cabin",8575,['diff']
紡,646,10,A03088,7D21,纺,7,"spin fabric",4175,['diff']
韌,645,12,A04526,97CC,韧,7,"tough, resilient",1593,['diff']
弔,644,4,A01246,5F14,吊,6,"pay respects to the dead",6637,"['diff', 'many-to-one']"
豁,642,17,A03903,8C41,豁,17,"open, liberal-minded",2013,[]
肘,641,7,A03294,8098,肘,7,"elbow",1877,[]
熔,638,14,A02431,7194,熔,14,"melt",1873,[]
壩,637,24,A00830,58E9,坝,7,"dam",2552,['diff']
絞,635,12,A03114,7D5E,绞,9,"wring",2963,['diff']
肛,633,7,A03295,809B,肛,7,"anus",1147,[]
榨,631,14,A01990,69A8,榨,14,"extract",849,[]
羹,626,19,A03229,7FB9,羹,19,"soup",624,[]
眨,622,10,A02770,7728,眨,9,"blink",4393,[]
鏟,620,19,A04338,93DF,铲,11,"shovel",1756,"['diff', 'many-to-one']"
聾,613,22,A03281,807E,聋,11,"deaf",2250,['diff']
篩,603,16,A03030,7BE9,筛,12,"sift",1166,['diff']
忱,599,7,A01313,5FF1,忱,7,"sincere",1268,[]
玖,599,7,A02554,7396,玖,7,"nine (used in documents)",171,[]
拌,597,8,A01525,62CC,拌,8,"mix",950,[]
鸚,593,28,A04747,9E1A,鹦,16,"parrot",1049,['diff']
瘡,577,15,A02702,7621,疮,9,"ulcer",1681,['diff']
扼,573,7,A01512,627C,扼,7,"grip, guard",2087,[]
榴,568,14,A02000,69B4,榴,14,"pomegranate",3068,[]
蒜,567,14,A03540,849C,蒜,13,"garlic",1091,[]
鬚,565,22,A04676,9B1A,须,9,"beard",94903,"['diff', 'many-to-one']"
鯨,562,19,A04701,9BE8,鲸,16,"whale",3158,['diff']
吱,558,7,A00538,5431,吱,7,"squeak, chirp",2478,[]
夸,556,6,A00856,5938,夸,6,"boast, arrogance",7594,['many-to-one']
咸,552,9,A00568,54B8,咸,9,"all",3627,['many-to-one']
籬,550,25,A03053,7C6C,篱,16,"wooden fence, hedge",1558,['diff']
櫥,549,19,A02044,6AE5,橱,16,"cabinet",1806,['diff']
吏,548,6,A00500,540F,吏,6,"official, mandarin",4795,[]
禾,546,5,A02911,79BE,禾,5,"cereal",936,[]
侖,544,8,A00145,4F96,仑,4,"arrange",5882,"['diff', 'many-to-one']"
肋,544,6,A03289,808B,肋,6,"rib",1282,[]
鳩,542,13,A04717,9CE9,鸠,7,"turtledove",1092,['diff']
蔬,541,15,A03551,852C,蔬,15,"vegetable",2799,[]
揀,539,12,A01617,63C0,拣,8,"select",1981,['diff']
鱷,535,27,A04714,9C77,鳄,17,"crocodile; alligator",734,['diff']
蜻,535,14,A03650,873B,蜻,14,"dragonfly",555,[]
嗽,534,14,A00665,55FD,嗽,14,"cough",2438,[]
匕,529,2,A00414,5315,匕,2,"ladle",1388,[]
噩,527,16,A00691,5669,噩,16,"shocking",1133,[]
虜,527,13,A03610,865C,虏,8,"capture",3811,['diff']
嗆,526,13,A00659,55C6,呛,7,"choke, pungent",1120,['diff']
萌,526,12,A03509,840C,萌,11,"sprout",2229,[]
梢,524,11,A01934,68A2,梢,11,"tip of branch",2555,[]
儉,522,15,A00252,5109,俭,9,"thrift",2193,['diff']
甸,521,7,A02637,7538,甸,7,"imperial domain, suburb",3270,[]
薑,520,17,A03574,8591,姜,9,"ginger",4261,"['diff', 'many-to-one']"
蟀,515,17,A03671,87C0,蟀,17,"cricket",717,[]
撓,515,15,A01667,6493,挠,9,"obstruct",2523,['diff']
蜓,514,13,A03640,8713,蜓,12,"dragonfly",533,[]
灸,502,7,A02388,7078,灸,7,"moxibustion",566,[]
窯,499,15,A02970,7AAF,窑,11,"kiln",4611,['diff']
塢,498,13,A00803,5862,坞,7,"entrenchment, depression",1559,['diff']
冶,492,7,A00310,51B6,冶,7,"metalworking",2525,[]
旱,491,7,A01777,65F1,旱,7,"drought",3636,[]
灼,491,7,A02386,707C,灼,7,"brilliant; scorch, burn",2262,[]
霎,488,16,A04481,970E,霎,16,"a light rain; instant, passing",1296,[]
泄,488,8,A02171,6CC4,泄,8,"leak",6955,['many-to-one']
臼,484,6,A03393,81FC,臼,6,"mortar",543,[]
彤,480,7,A01267,5F64,彤,7,"red",536,[]
蕪,478,16,A03569,856A,芜,7,"overgrowth of weeds",1409,['diff']
揪,471,12,A01631,63EA,揪,12,"to grab from",1735,[]
瞇,470,15,A02794,7787,眯,11,"squint",2013,['diff']
蟋,469,17,A03680,87CB,蟋,17,"cricket",734,[]
匈,468,6,A00410,5308,匈,6,"thorax",3700,[]
瀕,467,19,A02375,7015,濒,16,"be on verge of",1569,['diff']
渠,465,12,A02255,6E20,渠,11,"ditch, canal, gutter",4769,[]
嶄,464,14,A01135,5D84,崭,11,"steep peak",1827,['diff']
迂,459,7,A04112,8FC2,迂,6,"literal-minded",2007,[]
姥,459,9,A00920,59E5,姥,9,"grandmother (maternal)",2249,[]
訟,456,11,A03800,8A1F,讼,6,"accuse",8410,['diff']
咐,455,8,A00553,5490,咐,8,"instruct",6257,[]
訛,453,11,A03801,8A1B,讹,6,"cheat; false",729,['diff']
辮,453,20,A03186,8FAE,辫,17,"braided hair",1408,['diff']
囑,447,24,A00723,56D1,嘱,15,"advise",5788,['diff']
俘,443,9,A00158,4FD8,俘,9,"captive",6594,[]
庇,439,7,A01202,5E87,庇,7,"protect, cover",2523,[]
擂,436,16,A01684,64C2,擂,16,"beat",819,[]
辟,432,13,A04103,8F9F,辟,13,"open up",5876,['many-to-one']
臀,425,17,A03372,81C0,臀,17,"buttocks",1489,[]
鉗,418,13,A04278,9257,钳,10,"clamp",1243,['diff']
吩,418,7,A00527,5429,吩,7,"instruct",4866,[]
蛾,411,13,A03644,86FE,蛾,13,"moth",1145,[]
攘,410,20,A01705,6518,攘,20,"agitate",1138,[]
穀,410,15,A02940,7A40,谷,7,"grains, cereals",26005,"['diff', 'many-to-one']"
尸,401,3,A01076,5C38,尸,3,"corpse",13609,['many-to-one']
磷,399,17,A02866,78F7,磷,17,"phosphorous",2012,[]
槳,397,15,A02015,69F3,桨,10,"oar",2067,['diff']
棕,396,12,A01953,68D5,棕,12,"brown",2590,[]
筍,395,12,A03003,7B4D,笋,10,"bamboo shoot",1079,['diff']
矗,387,24,A02812,77D7,矗,24,"lofty",1843,[]
鵲,386,19,A04736,9D72,鹊,13,"magpie",999,['diff']
鬢,384,24,A04677,9B22,鬓,20,"hair on temple",758,['diff']
汞,380,7,A02137,6C5E,汞,7,"mercury",738,[]
瀝,379,19,A02374,701D,沥,7,"drip",918,['diff']
簇,375,17,A03031,7C07,簇,17,"swarm, cluster",2173,[]
仆,361,4,A00072,4EC6,仆,4,"fall forward",8976,['many-to-one']
檀,356,17,A02032,6A80,檀,17,"sandalwood",1119,[]
躪,346,27,A04055,8EAA,躏,21,"violate",688,['diff']
蹂,342,16,A04030,8E42,蹂,16,"trample on",691,[]
粱,342,13,A03062,7CB1,粱,13,"sorghum",918,[]
叨,340,5,A00487,53E8,叨,5,"overly talkative",2344,[]
稠,334,13,A02933,7A20,稠,13,"dense",1194,[]
彆,332,14,A01260,5F46,别,7,"bend",186634,"['diff', 'many-to-one']"
浙,331,10,A02206,6D59,浙,10,"Zhejiang",6045,[]
吮,328,7,A00532,542E,吮,7,"suck",800,[]
寨,327,14,A01047,5BE8,寨,14,"encampment",4783,[]
篷,324,17,A03034,7BF7,篷,16,"sail",3315,[]
鑲,314,25,A04363,9472,镶,22,"inlay, set (as jewels)",1950,['diff']
錘,312,17,A04325,9318,锤,13,"hammer",2071,['diff']
嶇,309,14,A01136,5D87,岖,7,"rugged",544,['diff']
綢,309,14,A03140,7DA2,绸,11,"silk",3098,['diff']
棗,303,12,A01956,68D7,枣,8,"jujube",2319,['diff']
嚥,302,19,A00710,56A5,咽,9,"swallow",6818,['diff']
狽,300,10,A02521,72FD,狈,7,"distressed, wretched",1688,['diff']
蟆,297,17,A03675,87C6,蟆,16,"toad",664,[]
姪,295,9,A00921,59EA,侄,8,"brother's child",2987,['diff']
糯,287,20,A03078,7CEF,糯,20,"glutinous rice",455,[]
佣,286,7,A00122,4F63,佣,7,"commission",3517,['many-to-one']
餡,285,16,A04605,9921,馅,11,"filling, stuffing",742,['diff']
榆,285,13,A01988,6986,榆,13,"elm",1360,[]
柿,278,9,A01890,67FF,柿,9,"persimmon",1221,[]
閘,274,13,A04380,9598,闸,8,"floodgate",1352,['diff']
畝,271,10,A02642,755D,亩,7,"acre",4439,['diff']
篡,270,16,A03029,7BE1,篡,16,"usurp",1137,[]
沃,266,7,A02153,6C83,沃,7,"fertile",9047,[]
灶,262,7,A02385,7076,灶,7,"hearth",2891,[]
筐,260,12,A03000,7B50,筐,12,"basket",1119,[]
痰,255,13,A02685,75F0,痰,13,"phlegm",1791,[]
藕,252,19,A03588,85D5,藕,18,"lotus root",619,[]
菠,249,12,A03499,83E0,菠,11,"spinach",310,[]
吆,242,6,A00512,5406,吆,6,"shout",973,[]
糜,242,17,A03072,7CDC,糜,17,"dissolved; rice-gruel; wasted",789,[]
籮,239,25,A03054,7C6E,箩,14,"basket",348,['diff']
乒,239,6,A00034,4E52,乒,6,"ping(pong)",1086,[]
黴,239,23,A04782,9EF4,霉,15,"mold",4098,"['diff', 'many-to-one']"
屹,229,6,A01101,5C79,屹,6,"high as a mountain",663,[]
乓,227,6,A00035,4E53,乓,6,"(ping)pong",1032,[]
譁,225,19,A03882,8B41,哗,9,"make noise",3759,"['diff', 'many-to-one']"
鰭,224,21,A04705,9C2D,鳍,18,"fins",2491,['diff']
晌,220,10,A01799,664C,晌,10,"noon",2401,[]
捆,219,10,A01577,6346,捆,10,"bind",3079,['many-to-one']
磺,214,17,A02867,78FA,磺,16,"sulphur; brimstone",,[]
鋤,212,15,A04301,92E4,锄,12,"hoe",981,['diff']
弛,211,6,A01250,5F1B,弛,6,"loosen; unstring a bow",1215,[]
絹,200,13,A03125,7D79,绢,10,"silk",4335,['diff']
鞦,199,18,A04520,97A6,秋,9,"swing (playground)",24030,"['diff', 'many-to-one']"
嬸,197,18,A00980,5B38,婶,11,"wife of father's younger brother",1965,['diff']
軋,197,8,A04062,8ECB,轧,5,"crush",1367,['diff']
鐮,193,21,A04352,942E,镰,18,"sickle",684,['diff']
猾,193,13,A02536,733E,猾,12,"sly",1697,[]
蹬,193,19,A04045,8E6C,蹬,19,"tread on",1233,[]
邢,188,7,A04201,90A2,邢,6,"a surname",1176,[]
犁,187,11,A02499,7281,犁,11,"plow",1530,[]
稼,186,15,A02939,7A3C,稼,15,"to plant",2500,[]
槐,186,14,A02001,69D0,槐,13,"pagoda tree",1627,[]
韆,182,24,A04524,97C6,千,3,"swing (playground)",67843,"['diff', 'many-to-one']"
皿,182,5,A02736,76BF,皿,5,"dish",745,[]
囤,181,7,A00730,56E4,囤,7,"to store; storage for grain",308,[]
饞,180,25,A04614,995E,馋,12,"greedy",669,['diff']
緞,179,15,A03157,7DDE,缎,12,"shiny fabric",1658,"['diff', 'one-to-many']"
緞,179,15,A03157,7DDE,锻,14,"forge",3596,"['diff', 'many-to-one', 'one-to-many']"
捎,172,10,A01572,634E,捎,10,"pass",913,[]
秧,167,10,A02921,79E7,秧,10,"seedling",1003,[]
癩,164,21,A02713,7669,癞,18,"scab",450,['diff']
馱,164,13,A04623,99B1,驮,6,"carry on back",1111,['diff']
拴,154,9,A01567,62F4,拴,9,"bind",1537,[]
滬,153,14,A02321,6EEC,沪,7,"Shanghai",2737,['diff']
胳,152,10,A03327,80F3,胳,10,"armpit",3753,[]
膊,152,14,A03358,818A,膊,14,"arm",3989,[]
邑,150,7,A04199,9091,邑,7,"city",1604,[]
叼,144,5,A00488,53FC,叼,5,"hold by biting",797,[]
颳,123,15,A04575,98B3,刮,8,"gust (wind)",4565,"['diff', 'many-to-one']"
蠕,121,20,A03689,8815,蠕,20,"worm, wriggle",1028,[]
刨,120,7,A00343,5228,刨,7,"dig; plane",888,[]
囪,117,7,A00728,56EA,囱,7,"chimney",968,['diff']
黔,115,16,A04774,9ED4,黔,16,"black; name for Guizhou",582,[]
陝,113,10,A04419,965D,陕,8,"Shaanxi province",5769,['diff']
彫,105,11,A01272,5F6B,雕,16,"carve",8713,"['diff', 'many-to-one']"
雹,100,13,A04474,96F9,雹,13,"hailstone",558,[]
韁,99,22,A04523,97C1,缰,16,"reins, harness",661,['diff']
炕,99,8,A02389,7095,炕,8,"heated brick bed",1949,[]
糠,98,17,A03071,7CE0,糠,17,"husks",475,[]
壕,94,17,A00821,58D5,壕,17,"trench",1709,[]
癬,88,22,A02715,766C,癣,19,"ringworm",543,['diff']
芍,85,7,A03431,828D,芍,6,"peony",385,[]
掄,85,11,A01603,6384,抡,7,"sweeping gesture; select",652,['diff']
霑,83,16,A04482,9711,沾,8,"moisten",4201,"['diff', 'many-to-one']"
燎,79,16,A02447,71CE,燎,16,"burn",556,[]
佃,78,7,A00118,4F43,佃,7,"rent land, farmer tenant",1401,[]
簸,75,19,A03043,7C38,簸,19,"jostle, separate wheat from chaff",937,[]
蘑,73,20,A03593,8611,蘑,19,"mushroom",998,[]
騾,73,21,A04648,9A3E,骡,14,"mule",1178,['diff']
鍬,55,17,A04327,936C,锹,14,"spade",499,['diff']
贍,54,20,A03979,8D0D,赡,17,"financial aid",627,['diff']
螟,52,16,A03667,879F,螟,16,"kind of caterpillar, larva",152,[]
瘸,49,16,A02704,7638,瘸,16,"lame",609,[]
瀋,46,18,A02364,700B,沈,7,"Shenyang (a city)",10628,"['diff', 'many-to-one']"
紉,43,9,A03085,7D09,纫,6,"stitch, sew",473,['diff']
蘸,41,23,A03602,8638,蘸,22,"dip into",609,[]
篙,39,16,A03024,7BD9,篙,16,"pole for propelling boat manually",276,[]
襖,37,18,A03757,8956,袄,9,"coat",1057,['diff']
稈,37,12,A02927,7A08,秆,8,"plant stalk",502,['diff']
鼕,14,18,A04787,9F15,冬,5,"onomatopoeia, e.g. sound of drums",16368,"['diff', 'many-to-one']"
